MD;Mednax Inc. Common Stock;United States;Health Care;Hospital/Nursing Management
MDC;M.D.C. Holdings Inc. Common Stock;United States;Capital Goods;Homebuilding
MDLA;Medallia Inc. Common Stock;United States;Technology;Computer Software: Programming Data Processing
MDLQ;Medley LLC 7.25% Notes due 2024;;Finance;Investment Managers
MDLX;Medley LLC 6.875% Senior Notes due 2026;;Finance;Investment Managers
MDLY;Medley Management Inc. Class A Common Stock;United States;Finance;Investment Managers
MDP;Meredith Corporation Common Stock;United States;Consumer Services;Newspapers/Magazines
MDT;Medtronic plc. Ordinary Shares;United States;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU;MDU Resources Group Inc. Common Stock (Holding Company);United States;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MEC;Mayville Engineering Company Inc. Common Stock;;Capital Goods;Industrial Specialties
MED;MEDIFAST INC Common Stock;United States;Consumer Non-Durables;Packaged Foods
MEG;Montrose Environmental Group Inc. Common Stock;United States;Consumer Services;Professional Services
MEI;Methode Electronics Inc. Common Stock;United States;Capital Goods;Electrical Products
MEN;Blackrock MuniEnhanced Fund Inc Common Stock;United States;;
MER^K;Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066;United States;;
MET;MetLife Inc. Common Stock;United States;Finance;Life Insurance
MET^A;MetLife Inc. Preferred Series A Floating Rate;United States;;
MET^E;MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.;United States;;
MET^F;MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F;United States;;
MFA;MFA Financial Inc.;United States;Consumer Services;Real Estate Investment Trusts
MFA^B;MFA Financial Inc. Preferred Series B;United States;;
MFA^C;MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
MFC;Manulife Financial Corporation Common Stock;Canada;Finance;Life Insurance
MFD;Macquarie First Trust Global Common Stock;United States;;
MFG;Mizuho Financial Group Inc. Sponosred ADR (Japan);Japan;Finance;Major Banks
MFGP;Micro Focus Intl PLC ADS each representing One Ord Sh;;Technology;Computer Software: Prepackaged Software
MFL;Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest;United States;;
MFM;MFS Municipal Income Trust Common Stock;United States;;
MFT;Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest;United States;;
MFV;MFS Special Value Trust Common Stock;United States;;
MG;Mistras Group Inc Common Stock;United States;Consumer Services;Military/Government/Technical
MGA;Magna International Inc. Common Stock;Canada;Capital Goods;Auto Parts:O.E.M.
MGF;MFS Government Markets Income Trust Common Stock;United States;;
MGM;MGM Resorts International Common Stock;United States;Consumer Services;Hotels/Resorts
MGP;MGM Growth Properties LLC Class A common shares representing limited liability company interests;United States;Consumer Services;Real Estate Investment Trusts
MGR;Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059;United States;Finance;Investment Managers
MGRB;Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060;United States;Finance;Investment Managers
MGU;Macquarie Global Infrastructure Total Return Fund Inc. Common Stock;United States;;
MGY;Magnolia Oil & Gas Corporation Class A Common Stock;United States;Energy;Oil & Gas Production
MH^A;Maiden Holdings Ltd. Pref Shs Ser A (Bermuda);Bermuda;;
MH^C;Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C;Bermuda;;
MH^D;Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D;Bermuda;;
MHD;Blackrock MuniHoldings Fund Inc. Common Stock;United States;;
MHE;BlackRock Massachusetts Tax-Exempt Trust;United States;;
MHF;Western Asset Municipal High Income Fund Inc. Common Stock;United States;;
MHI;Pioneer Municipal High Income Trust Common Shares of Beneficial Interest;;;
MHK;Mohawk Industries Inc. Common Stock;United States;Consumer Durables;Home Furnishings
MHLA;Maiden Holdings Ltd. 6.625% Notes due 2046;Bermuda;Finance;Property-Casualty Insurers
MHN;Blackrock MuniHoldings New York Quality Fund Inc. Common Stock;United States;;
MHNC;Maiden Holdings North America Ltd. 7.75% Notes due 2043;Bermuda;Finance;Property-Casualty Insurers
MHO;M/I Homes Inc. Common Stock;United States;Capital Goods;Homebuilding
MIC;Macquarie Infrastructure Corporation Common Stock;United States;Energy;Oil Refining/Marketing
MIE;Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock;;;
MIN;MFS Intermediate Income Trust Common Stock;United States;;
MITT;AG Mortgage Investment Trust Inc. Common Stock;United States;;
MITT^A;AG Mortgage Investment Trust Inc. 8.25% Preferred Series A;United States;;
MITT^B;AG Mortgage Investment Trust Inc. Preferred Series B;United States;;
MITT^C;AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share;United States;;
MIXT;MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares;South Africa;Technology;Computer Software: Prepackaged Software
MIY;Blackrock MuniYield Michigan Quality Fund Inc. Common Stock;United States;;
MKC;McCormick & Company Incorporated Common Stock;United States;Consumer Non-Durables;Packaged Foods
MKL;Markel Corporation Common Stock;United States;Finance;Property-Casualty Insurers
MLI;Mueller Industries Inc. Common Stock;United States;Capital Goods;Metal Fabrications
MLM;Martin Marietta Materials Inc. Common Stock;United States;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLP;Maui Land & Pineapple Company Inc. Common Stock;United States;Finance;Real Estate
MLR;Miller Industries Inc. Common Stock;United States;Capital Goods;Construction/Ag Equipment/Trucks
MMC;Marsh & McLennan Companies Inc. Common Stock;United States;Finance;Specialty Insurers
MMD;MainStay MacKay DefinedTerm Municipal Opportunities Fund;United States;;
MMI;Marcus & Millichap Inc. Common Stock;;Finance;Real Estate
MMM;3M Company Common Stock;United States;Health Care;Medical/Dental Instruments
MMP;Magellan Midstream Partners L.P. Limited Partnership;United States;Energy;Natural Gas Distribution
MMS;Maximus Inc. Common Stock;United States;Miscellaneous;Business Services
MMT;MFS Multimarket Income Trust Common Stock;United States;;
MMU;Western Asset Managed Municipals Fund Inc. Common Stock;United States;;
MN;Manning & Napier Inc. Class A Common Stock;United States;Finance;Investment Managers
MNP;Western Asset Municipal Partners Fund Inc. Common Stock;United States;;
MNR;Monmouth Real Estate Investment Corporation Class A Common Stock;United States;Consumer Services;Real Estate Investment Trusts
MNR^C;Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock;United States;;
MNRL;Brigham Minerals Inc. Class A Common Stock;;Energy;Oil & Gas Production
MNSO;MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares;China;Consumer Services;Department/Specialty Retail Stores
MO;Altria Group Inc.;United States;Consumer Non-Durables;Farming/Seeds/Milling
MOD;Modine Manufacturing Company Common Stock;United States;Capital Goods;Auto Parts:O.E.M.
MODN;Model N Inc. Common Stock;United States;Technology;Computer Software: Programming Data Processing
MOGU;MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares);;Miscellaneous;Business Services
MOH;Molina Healthcare Inc Common Stock;United States;Health Care;Medical Specialities
MOS;Mosaic Company (The) Common Stock;United States;Basic Industries;Agricultural Chemicals
MOTV;Motive Capital Corp Class A Ordinary Shares;;Finance;Business Services
MOV;Movado Group Inc. Common Stock;United States;Consumer Non-Durables;Consumer Specialties
MP;MP Materials Corp. Common Stock;;Basic Industries;Precious Metals
MPA;Blackrock MuniYield Pennsylvania Quality Fund Common Stock;United States;;
MPC;Marathon Petroleum Corporation Common Stock;United States;Energy;Integrated oil Companies
MPLN;MultiPlan Corporation Class A Common Stock;;Miscellaneous;Business Services
MPLX;MPLX LP Common Units Representing Limited Partner Interests;United States;Energy;Natural Gas Distribution
MPV;Barings Participation Investors Common Stock;United States;Consumer Services;Miscellaneous
MPW;Medical Properties Trust Inc. common stock;United States;Consumer Services;Real Estate Investment Trusts
MPX;Marine Products Corporation Common Stock;United States;Capital Goods;Marine Transportation
MQT;Blackrock MuniYield Quality Fund II Inc. Common Stock;United States;;
MQY;Blackrock MuniYield Quality Fund Inc. Common Stock;United States;;
MRC;MRC Global Inc. Common Stock;United States;Capital Goods;Industrial Machinery/Components
MRK;Merck & Company Inc. Common Stock (new);United States;Health Care;Major Pharmaceuticals
MRO;Marathon Oil Corporation Common Stock;United States;Energy;Oil & Gas Production
MS;Morgan Stanley Common Stock;United States;Finance;Investment Bankers/Brokers/Service
MS^A;Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A;United States;;
MS^E;Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E;United States;;
MS^F;Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag;United States;;
MS^I;Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum);United States;;
MS^K;Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K;United States;;
MS^L;Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L;United States;;
MSA;MSA Safety Incorporated Common Stock;United States;Health Care;Industrial Specialties
MSB;Mesabi Trust Common Stock;United States;Basic Industries;Precious Metals
MSC;Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares;;Consumer Services;Hotels/Resorts
MSCI;MSCI Inc Common Stock;United States;Miscellaneous;Business Services
MSD;Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock;United States;;
MSGE;Madison Square Garden Entertainment Corp. Class A Common Stock ;;Consumer Services;Services-Misc. Amusement & Recreation
MSGN;MSG Networks Inc. Common Stock;United States;Consumer Services;Television Services
MSGS;Madison Square Garden Sports Corp. Class A Common Stock (New);United States;Consumer Services;Services-Misc. Amusement & Recreation
MSI;Motorola Solutions Inc. Common Stock;United States;Technology;Radio And Television Broadcasting And Communications Equipment
MSM;MSC Industrial Direct Company Inc. Common Stock;United States;Capital Goods;Industrial Machinery/Components
MSP;Datto Holding Corp. Common Stock;United States;Technology;Computer Software: Prepackaged Software
MT;Arcelor Mittal NY Registry Shares NEW;Luxembourg;Basic Industries;Steel/Iron Ore
MTB;M&T Bank Corporation Common Stock;United States;Finance;Major Banks
MTCN;ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023;Luxembourg;Basic Industries;Steel/Iron Ore
MTD;Mettler-Toledo International Inc. Common Stock;Switzerland;Capital Goods;Biotechnology: Laboratory Analytical Instruments
MTDR;Matador Resources Company Common Stock;United States;Energy;Oil & Gas Production
MTG;MGIC Investment Corporation Common Stock;United States;Finance;Property-Casualty Insurers
MTH;Meritage Homes Corporation Common Stock;United States;Capital Goods;Homebuilding
MTL;Mechel PAO American Depositary Shares (Each rep. 1 common shares);Russia;Basic Industries;Steel/Iron Ore
MTL^;Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share);Russia;;
MTN;Vail Resorts Inc. Common Stock;United States;Consumer Services;Services-Misc. Amusement & Recreation
MTOR;Meritor Inc. Common Stock;United States;Capital Goods;Auto Parts:O.E.M.
MTR;Mesa Royalty Trust Common Stock;United States;Energy;Oil & Gas Production
MTRN;Materion Corporation;United States;Capital Goods;Industrial Specialties
MTT;Western Asset Municipal Defined Opportunity Trust Inc Common Stock;United States;;
MTW;Manitowoc Company Inc. (The) Common Stock;United States;Capital Goods;Construction/Ag Equipment/Trucks
MTX;Minerals Technologies Inc. Common Stock;United States;Basic Industries;Major Chemicals
MTZ;MasTec Inc. Common Stock;United States;Basic Industries;Water Supply
MUA;Blackrock MuniAssets Fund Inc Common Stock;United States;;
MUC;Blackrock MuniHoldings California Quality Fund Inc.  Common Stock;United States;;
MUE;Blackrock MuniHoldings Quality Fund II Inc. Common Stock;United States;;
MUFG;Mitsubishi UFJ Financial Group Inc. Common Stock;Japan;Finance;Commercial Banks
MUH;Blackrock MuniHoldings Fund II Inc. Common Stock;United States;;
MUI;Blackrock Muni Intermediate Duration Fund Inc Common Stock;United States;;
MUJ;Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock;United States;;
MUR;Murphy Oil Corporation Common Stock;United States;Energy;Oil & Gas Production
MUS;Blackrock MuniHoldings Quality Fund Inc Common Stock;United States;;
MUSA;Murphy USA Inc. Common Stock;United States;Consumer Durables;Automotive Aftermarket
MUX;McEwen Mining Inc. Common Stock;Canada;Basic Industries;Precious Metals
MVF;Blackrock MuniVest Fund Inc. Common Stock;United States;;
MVO;MV Oil Trust Units of Beneficial Interests;United States;Energy;Oil & Gas Production
MVT;Blackrock MuniVest Fund II Inc.  Common Stock;United States;;
MWA;MUELLER WATER PRODUCTS Common Stock;United States;Capital Goods;Metal Fabrications
MX;MagnaChip Semiconductor Corporation Depositary Shares each representing one share of common stock;Luxembourg;Technology;Semiconductors
MXE;Mexico Equity and Income Fund Inc. (The) Common Stock;United States;;
MXF;Mexico Fund Inc. (The) Common Stock;United States;;
MXL;MaxLinear Inc. Common Stock;United States;Technology;Semiconductors
MYC;Blackrock MuniYield California Fund Inc. Common Stock;United States;;
MYD;Blackrock MuniYield Fund Inc.  Common Stock;United States;;
MYE;Myers Industries Inc. Common Stock;United States;Consumer Non-Durables;Plastic Products
MYF;Blackrock MuniYield Investment Fund Common Stock;United States;;
MYI;Blackrock MuniYield Quality Fund III Inc Common Stock;United States;;
MYJ;Blackrock MuniYield New Jersey Fund Inc Common Stock;United States;;
MYN;Blackrock MuniYield New York Quality Fund Inc.Common Stock;United States;;
MYOV;Myovant Sciences Ltd. Common Shares;United States;Health Care;Major Pharmaceuticals
MYTE;MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share;;Consumer Services;Catalog/Specialty Distribution
MZA;Blackrock MuniYield Arizona Fund Inc. Common Stock;United States;;
NAC;Nuveen California Quality Municipal Income Fund;United States;;
NAD;Nuveen Quality Municipal Income Fund Common Stock;United States;;
NAN;Nuveen New York Quality Municipal Income Fund Common Stock;United States;;
NAT;Nordic American Tankers Limited Common Stock;Bermuda;Consumer Services;Marine Transportation
NAV;Navistar International Corporation Common Stock;United States;Capital Goods;Auto Manufacturing
NAV^D;Navistar International Corporation Preferred Stock;United States;Capital Goods;Auto Manufacturing
NAZ;Nuveen Arizona Quality Municipal Income Fund Common Stock;United States;;
NBB;Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest;United States;;
NBHC;National Bank Holdings Corporation Common Stock;United States;Finance;Major Banks
NBR;Nabors Industries Ltd.;Bermuda;Energy;Oil & Gas Production
NBR^A;Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A;Bermuda;;
NC;NACCO Industries Inc. Common Stock;United States;Consumer Durables;Consumer Electronics/Appliances
NCA;Nuveen California Municipal Value Fund Inc. Common Stock;United States;;
NCB;Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest;United States;;
NCLH;Norwegian Cruise Line Holdings Ltd. Ordinary Shares;United States;Consumer Services;Marine Transportation
NCR;NCR Corporation Common Stock;United States;Miscellaneous;Office Equipment/Supplies/Services
NCV;Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest;United States;;
NCV^A;Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares;United States;;
NCZ;Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest;United States;;
NCZ^A;Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares;United States;;
NDMO;Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest;;;
NDP;Tortoise Energy Independence Fund Inc. Common Stock;United States;;
NEA;Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01;United States;;
NEE;NextEra Energy Inc. Common Stock;United States;Public Utilities;Electric Utilities: Central
NEE^K;NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076;United States;;
NEE^N;NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079;United States;;
NEE^O;NextEra Energy Inc. 4.872% Corporate Units;United States;;
NEE^P;NextEra Energy Inc. 5.279% Corporate Units;United States;;
NEE^Q;NextEra Energy Inc. 6.219% Corporate Units;United States;;
NEM;Newmont Corporation;United States;Basic Industries;Precious Metals
NEP;NextEra Energy Partners LP Common Units representing limited partner interests;United States;Public Utilities;Electric Utilities: Central
NET;Cloudflare Inc. Class A Common Stock;United States;Technology;Computer Software: Prepackaged Software
NEU;NewMarket Corp Common Stock;United States;Basic Industries;Major Chemicals
NEV;Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest;United States;;
NEW;Puxin Limited American Depositary Shares each representing two Ordinary Shares;;Consumer Services;Other Consumer Services
NEWR;New Relic Inc. Common Stock;United States;Technology;Computer Software: Prepackaged Software
NEX;NexTier Oilfield Solutions Inc. Common Stock;United States;Energy;Oilfield Services/Equipment
NEXA;Nexa Resources S.A. Common Shares;;Basic Industries;Precious Metals
NFG;National Fuel Gas Company Common Stock;United States;Public Utilities;Oil/Gas Transmission
NFH;New Frontier Health Corporation Ordinary Shares;;Health Care;Hospital/Nursing Management
NFJ;Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest;United States;Finance;Finance: Consumer Services
NGA;Northern Genesis Acquisition Corp. Common Stock;United States;Finance;Business Services
NGG;National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares;United Kingdom;Public Utilities;Natural Gas Distribution
NGL;NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests;United States;Energy;Oil Refining/Marketing
NGL^B;NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests;United States;;
NGL^C;NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests;United States;;
NGS;Natural Gas Services Group Inc. Common Stock;United States;Energy;Oilfield Services/Equipment
NGVC;Natural Grocers by Vitamin Cottage Inc. Common Stock;United States;Consumer Services;Food Chains
NGVT;Ingevity Corporation Common Stock ;;Basic Industries;Major Chemicals
NHA;Nuveen Municipal 2021 Target Term Fund Fund;United States;;
NHF;NexPoint Strategic Opportunities Fund;;;
NHF^A;NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares;;;
NHI;National Health Investors Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
NI;NiSource Inc Common Stock;United States;Public Utilities;Power Generation
NI^B;NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock;United States;Public Utilities;Power Generation
NID;Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest;United States;;
NIE;Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest;United States;;
NIM;Nuveen Select Maturities Municipal Fund Common Stock;United States;;
NINE;Nine Energy Service Inc. Common Stock;United States;Energy;Oilfield Services/Equipment
NIO;NIO Inc. American depositary shares each  representing one Class A ordinary share;;Capital Goods;Auto Manufacturing
NIQ;Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest;;;
NJR;NewJersey Resources Corporation Common Stock;United States;Public Utilities;Oil/Gas Transmission
NJV;Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest;United States;;
NKE;Nike Inc. Common Stock;United States;Consumer Non-Durables;Shoe Manufacturing
NKG;Nuveen Georgia Quality Municipal Income Fund ;United States;;
NKX;Nuveen California AMT-Free Quality Municipal Income Fund;United States;;
NL;NL Industries Inc. Common Stock;United States;Basic Industries;Major Chemicals
NLS;Nautilus Inc. Common Stock;United States;Consumer Non-Durables;Recreational Products/Toys
NLSN;Nielsen N.V. Ordinary Shares;Netherlands;Miscellaneous;Business Services
NLY;Annaly Capital Management Inc Common Stock;United States;Consumer Services;Real Estate Investment Trusts
NLY^F;Annaly Capital Management Inc 6.95% Series F;United States;;
NLY^G;Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
NLY^I;Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
NM;Navios Maritime Holdings Inc. Common Stock;Monaco;Transportation;Marine Transportation
NM^G;Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands);Monaco;;
NM^H;Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%;Monaco;;
NMCO;Nuveen Municipal Credit Opportunities Fund Common Shares;;;
NMI;Nuveen Municipal Income Fund Inc. Common Stock;United States;;
NMK^B;Niagara Mohawk Holdings Inc. Preferred Stock;United States;Public Utilities;Natural Gas Distribution
NMM;Navios Maritime Partners LP Common Units Representing Limited Partner Interests;Greece;Transportation;Marine Transportation
NMR;Nomura Holdings Inc ADR American Depositary Shares;Japan;Finance;Investment Bankers/Brokers/Service
NMS;Nuveen Minnesota Quality Municipal Income Fund ;United States;;
NMT;Nuveen Massachusetts Quality Municipal Income Fund Common Stock;United States;;
NMY;Nuveen Maryland Quality Municipal Income Fund Common Stock;United States;;
NMZ;Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share;United States;;
NNA;Navios Maritime Acquisition Corporation Common stock;Greece;Transportation;Marine Transportation
NNI;Nelnet Inc. Common Stock;United States;Finance;Finance: Consumer Services
NNN;National Retail Properties Common Stock;United States;Consumer Services;Real Estate Investment Trusts
NNN^F;National Retail Properties Depositary Shares each representing a 1/100th interest in a share of 5.20% Series F Cumulative Redeemable Preferred Stock;United States;;
NNY;Nuveen New York Municipal Value Fund Inc. Common Stock;United States;;
NOA;North American Construction Group Ltd. Common Shares (no par);Canada;Energy;Oilfield Services/Equipment
NOAH;Noah Holdings Limited;China;Finance;Investment Managers
NOC;Northrop Grumman Corporation Common Stock;United States;Capital Goods;Industrial Machinery/Components
NOK;Nokia Corporation Sponsored American Depositary Shares;Finland;Technology;Radio And Television Broadcasting And Communications Equipment
NOM;Nuveen Missouri Quality Municipal Income Fund ;United States;;
NOMD;Nomad Foods Limited Ordinary Shares;;Consumer Non-Durables;Packaged Foods
NOV;NOV Inc. Common Stock;United States;Energy;Metal Fabrications
NOVA;Sunnova Energy International Inc. Common Stock;United States;Public Utilities;Power Generation
NOW;ServiceNow Inc. Common Stock;United States;Technology;Computer Software: Prepackaged Software
NP;Neenah Inc. Common Stock;United States;Basic Industries;Paper
NPK;National Presto Industries Inc. Common Stock;United States;Capital Goods;Ordnance And Accessories
NPN;Nuveen Pennsylvania Municipal Value Fund Common Shares of Beneficial Interest;United States;;
NPO;EnPro Industries Inc;United States;Basic Industries;Metal Fabrications
NPTN;NeoPhotonics Corporation Common Stock;United States;Technology;Semiconductors
NPV;Nuveen Virginia Quality Municipal Income Fund Common Stock;United States;;
NQP;Nuveen Pennsylvania Quality Municipal Income Fund Common Stock;United States;;
NR;Newpark Resources Inc. Common Stock;United States;Energy;Metal Fabrications
NREF;NexPoint Real Estate Finance Inc. Common Stock;;Consumer Services;Real Estate Investment Trusts
NREF^A;NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock;;;
NRG;NRG Energy Inc. Common Stock;United States;Public Utilities;Electric Utilities: Central
NRGX;PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest;;;
NRK;Nuveen New York AMT-Free Quality Municipal Income Fund ;United States;;
NRP;Natural Resource Partners LP Limited Partnership;United States;Energy;Coal Mining
NRT;North European Oil Royality Trust Common Stock;United States;Energy;Oil & Gas Production
NRUC;National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes);;Finance;Diversified Financial Services
NRZ;New Residential Investment Corp. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
NRZ^A;New Residential Investment Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
NRZ^B;New Residential Investment Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
NRZ^C;New Residential Investment Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
NS;Nustar Energy L.P.  Common Units;United States;Energy;Natural Gas Distribution
NS^A;Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;
NS^B;Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests;United States;;
NS^C;Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;
NSA;National Storage Affiliates Trust Common Shares of Beneficial Interest;;Consumer Services;Real Estate Investment Trusts
NSA^A;National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share);;;
NSC;Norfolk Southern Corporation Common Stock;United States;Transportation;Railroads
NSCO;Nesco Holdings Inc. Common Stock;Cayman Islands;Technology;Diversified Commercial Services
NSH;NavSight Holdings Inc. Class A Common Stock;;Finance;Business Services
NSL;Nuveen Senior Income Fund Common Stock;United States;;
NSP;Insperity Inc. Common Stock;United States;Technology;Professional Services
NSS;NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043;United States;;
NTB;Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares;Bermuda;Finance;Commercial Banks
NTCO;Natura &Co Holding S.A. American Depositary Shares ;;;
NTG;Tortoise Midstream Energy Fund Inc. Common Stock;;;
NTP;Nam Tai Property Inc. Common Stock;China;Finance;Real Estate
NTR;Nutrien Ltd. Common Shares;;Basic Industries;Agricultural Chemicals
NTST;NetSTREIT Corp. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
NTZ;Natuzzi S.p.A.;Italy;Consumer Durables;Home Furnishings
NUE;Nucor Corporation Common Stock;United States;Basic Industries;Steel/Iron Ore
NUM;Nuveen Michigan Quality Municipal Income Fund Common Stock;United States;;
NUO;Nuveen Ohio Quality Municipal Income Fund Common Stock;United States;;
NUS;Nu Skin Enterprises Inc. Common Stock;United States;Health Care;Other Pharmaceuticals
NUV;Nuveen Municipal Value Fund Inc. Common Stock;United States;;
NUW;Nuveen AMT-Free Municipal Value Fund;United States;;
NVG;Nuveen AMT-Free Municipal Credit Income Fund ;United States;;
NVGS;Navigator Holdings Ltd. Ordinary Shares (Marshall Islands);Isle of Man;Transportation;Marine Transportation
NVO;Novo Nordisk A/S Common Stock;Denmark;Health Care;Major Pharmaceuticals
NVR;NVR Inc. Common Stock;United States;Capital Goods;Homebuilding
NVRO;Nevro Corp. Common Stock;United States;Health Care;Medical/Dental Instruments
NVS;Novartis AG Common Stock;Switzerland;Health Care;Major Pharmaceuticals
NVST;Envista Holdings Corporation Common Stock;;Health Care;Medical/Dental Instruments
NVT;nVent Electric plc Ordinary Shares ;;Technology;Industrial Machinery/Components
NVTA;Invitae Corporation Common Stock;United States;Health Care;Medical Specialities
NWG;NatWest Group plc American Depositary Shares;United Kingdom;Finance;Commercial Banks
NWHM;New Home Company Inc. (The) Common Stock;;Capital Goods;Homebuilding
NWN;Northwest Natural Holding Company Common Stock;United States;Public Utilities;Oil/Gas Transmission
NX;Quanex Building Products Corporation Common Stock;United States;Capital Goods;Metal Fabrications
NXC;Nuveen California Select Tax-Free Income Portfolio Common Stock;United States;;
NXJ;Nuveen New Jersey Qualified Municipal Fund ;United States;;
NXN;Nuveen New York Select Tax-Free Income Portfolio Common Stock;United States;;
NXP;Nuveen Select Tax Free Income Portfolio Common Stock;United States;;
